,bedrooms,bathrooms,floors,waterfront,view,condition,grade,zipcode,lat,long,sqft_living15,sqft_lot15,price,renovated,basement,decade
4057,3,2.5,2.0,0,2,3,9,98006,47.5651,-122.114,2860,11483,725000,True,False,80s
4058,3,1.0,1.0,0,0,4,7,98001,47.2816,-122.269,1170,9600,212500,True,False,70s
4059,4,2.25,2.0,0,0,3,8,98058,47.4338,-122.146,2260,6465,526000,True,False,80s
4060,3,2.5,2.0,0,0,3,8,98028,47.7688,-122.238,2280,5845,383000,True,False,90s
4061,3,1.75,1.0,0,0,3,7,98055,47.472,-122.192,1600,4557,244000,True,False,80s
4062,3,1.5,1.5,0,0,5,7,98105,47.6692,-122.325,1620,4080,565000,True,True,<40s
4063,8,3.0,1.0,0,0,3,7,98055,47.4859,-122.205,1480,4942,373000,True,False,50s
4064,3,2.0,1.0,0,0,3,7,98034,47.7296,-122.241,1310,8370,300000,False,False,60s
4065,5,2.5,2.0,0,0,3,9,98058,47.4487,-122.117,2420,4770,405000,True,False,00s
4066,3,1.5,1.0,0,1,4,8,98004,47.6166,-122.22,2630,17376,979000,True,False,50s
4067,4,1.75,2.0,0,0,4,8,98092,47.3212,-122.118,1790,53578,324888,True,False,70s
4068,3,1.5,1.0,0,0,3,6,98117,47.6791,-122.362,1220,4300,445000,True,False,<40s
4069,3,3.5,2.0,0,0,3,8,98112,47.6235,-122.306,1230,3640,761000,True,True,00s
4070,4,2.0,1.0,0,0,3,7,98034,47.7359,-122.18,1650,5184,435000,False,True,70s
4071,3,2.25,1.0,0,0,3,7,98022,47.1942,-121.99,1540,8410,252000,True,True,90s
4072,3,1.75,1.5,0,0,3,7,98133,47.7512,-122.342,1640,8906,350000,True,False,50s
4073,3,1.0,1.0,0,0,4,7,98039,47.6328,-122.236,1910,8119,875000,True,False,50s
4074,3,1.0,1.0,0,0,4,7,98039,47.6328,-122.236,1910,8119,940000,True,False,50s
4075,3,2.0,1.0,0,0,3,7,98148,47.4617,-122.327,2140,8449,280000,True,False,60s
4076,3,2.5,2.0,0,0,3,8,98011,47.7733,-122.226,2540,4607,450000,True,False,00s
4077,3,2.5,2.5,0,0,3,9,98092,47.2687,-122.056,2310,165963,905000,True,False,00s
4078,3,2.5,2.0,0,0,3,8,98001,47.2864,-122.264,2420,19249,382450,True,False,90s
4079,3,2.0,1.0,0,0,4,7,98042,47.3398,-122.133,1610,15725,246700,False,False,60s
4080,3,1.5,1.0,0,0,3,6,98155,47.7633,-122.313,1480,8400,220000,True,False,50s
4081,3,1.0,1.0,0,0,2,6,98118,47.5545,-122.288,1200,4880,555750,True,True,<40s
4082,3,1.5,1.0,0,0,3,7,98118,47.5362,-122.29,1160,8906,262500,False,False,60s
4083,2,1.0,1.0,0,0,3,7,98115,47.676,-122.281,1600,5200,515000,True,False,40s
4084,3,2.5,2.0,0,0,3,9,98059,47.4741,-122.099,2040,27917,499500,True,False,90s
4085,1,1.0,1.0,0,0,3,6,98168,47.4919,-122.311,1240,7137,135000,True,False,40s
4086,2,2.0,2.0,0,0,3,7,98136,47.551,-122.395,1540,7072,462500,False,False,40s
4087,4,2.5,1.0,0,4,3,9,98177,47.7598,-122.372,3680,23000,937500,True,True,50s
4088,3,1.5,1.0,0,0,3,7,98125,47.7032,-122.306,1390,9570,458000,True,True,40s
4089,4,2.75,1.5,0,0,3,8,98199,47.6513,-122.406,2200,6122,845000,True,True,<40s
4090,3,2.25,2.0,0,0,3,8,98075,47.5916,-122.055,2300,39438,660000,True,False,80s
4091,3,2.0,1.0,0,0,4,7,98030,47.3504,-122.177,1630,6458,265000,True,False,80s
4092,9,4.5,2.5,0,0,3,7,98103,47.6927,-122.338,1460,6291,599999,True,True,<40s
4093,3,2.5,2.0,0,0,3,8,98023,47.3115,-122.4,1770,8390,280000,True,False,80s
4094,3,3.25,2.0,0,0,4,10,98072,47.746,-122.138,3500,48760,1060000,True,False,70s
4095,4,3.0,1.0,0,0,4,9,98005,47.5911,-122.177,3160,15300,875000,True,True,50s
4096,3,1.0,1.0,0,0,4,6,98002,47.285,-122.211,1120,7276,125000,True,False,60s
4097,4,3.0,2.0,0,0,3,7,98053,47.6802,-122.033,2600,5004,634800,True,False,00s
4098,4,1.0,1.0,0,0,2,7,98001,47.3168,-122.264,1740,43560,269950,True,False,60s
4099,3,2.25,1.0,0,0,4,8,98178,47.5018,-122.23,2180,8954,359950,True,True,80s
4100,3,1.75,1.0,0,0,4,8,98056,47.5049,-122.186,1970,9960,417000,True,False,70s
4101,2,2.0,1.0,0,0,3,8,98053,47.7182,-122.022,1350,4273,389000,True,False,00s
4102,4,2.5,2.0,0,2,3,11,98006,47.5646,-122.129,3710,9685,1040000,True,False,90s
4103,6,2.5,1.0,0,0,5,7,98033,47.6553,-122.19,2200,9875,698000,True,True,60s
4104,4,2.5,2.0,0,0,3,8,98155,47.7494,-122.304,1560,10125,685000,True,False,00s
4105,3,1.75,1.0,0,0,3,5,98168,47.4924,-122.311,1240,8602,198500,True,False,<40s
4106,4,2.5,2.0,0,0,3,8,98042,47.3835,-122.095,2620,5428,350000,True,False,10s
4107,3,2.5,1.0,0,0,3,8,98038,47.4167,-121.936,2340,189050,649950,True,True,<40s
4108,3,1.5,1.0,0,0,3,7,98011,47.7357,-122.195,1560,7500,441000,True,False,60s
4109,3,1.75,1.0,0,0,4,8,98052,47.6686,-122.157,2040,10035,462600,True,False,60s
4110,4,2.5,2.0,0,0,3,7,98030,47.3734,-122.182,2070,8260,365070,True,False,00s
4111,4,2.0,1.0,0,0,5,7,98005,47.5877,-122.157,1440,7500,550000,True,True,50s
4112,5,1.75,1.0,0,0,4,7,98144,47.5738,-122.315,1990,4800,470000,True,True,40s
4113,3,1.75,1.0,0,0,3,6,98024,47.5651,-121.89,1090,7500,340000,True,False,70s
4114,4,2.75,1.0,0,0,4,9,98005,47.6472,-122.157,3050,36884,910000,True,True,60s
4115,4,1.75,1.0,0,0,3,7,98028,47.773,-122.256,1880,9861,405000,True,True,70s
4116,4,2.25,1.5,0,2,4,8,98126,47.5638,-122.38,1810,5750,661000,True,True,<40s
4117,4,2.5,2.0,0,0,3,9,98034,47.7094,-122.234,2240,7184,635000,True,False,90s
4118,2,1.0,1.0,0,0,3,7,98125,47.7259,-122.328,1790,8455,282000,True,True,40s
4119,4,1.75,2.0,0,0,3,7,98188,47.4424,-122.276,1350,10205,235000,True,False,50s
4120,3,2.0,2.0,0,0,4,7,98023,47.2772,-122.354,1430,13000,277500,True,False,80s
4121,5,2.5,1.0,0,0,4,8,98058,47.4432,-122.135,1680,8959,346500,True,True,70s
4122,5,2.25,1.0,0,0,3,7,98136,47.5305,-122.391,2010,6050,480000,True,True,50s
4123,4,2.25,2.0,0,0,3,8,98019,47.7458,-121.977,2170,6548,360000,True,False,90s
4124,3,2.5,1.0,0,0,3,7,98092,47.3201,-122.177,1710,6055,245000,True,True,90s
4125,3,3.5,2.0,0,0,3,8,98102,47.6248,-122.319,1560,1662,625000,False,True,90s
4126,5,3.0,1.5,0,0,4,8,98115,47.6724,-122.317,2070,4000,750500,True,True,<40s
4127,3,1.75,1.0,0,0,3,8,98072,47.7662,-122.159,1750,9829,525000,True,True,70s
4128,4,3.5,2.0,0,0,3,9,98053,47.6328,-121.964,2870,28945,740000,True,True,90s
4129,3,1.5,1.0,0,0,4,7,98008,47.601,-122.122,1260,7500,523000,True,False,50s
4130,3,1.75,1.5,0,0,5,8,98118,47.5157,-122.256,1640,5225,292000,True,False,<40s
4131,4,2.5,1.0,0,2,3,8,98177,47.7728,-122.385,2660,8280,625000,True,True,60s
4132,3,2.5,2.0,0,2,3,9,98065,47.5445,-121.871,4240,13353,700000,True,False,00s
4133,3,2.5,2.0,0,0,3,7,98144,47.6,-122.298,1480,1602,399950,True,True,00s
4134,4,3.5,3.0,0,0,3,8,98122,47.6053,-122.306,1740,1883,545000,True,True,00s
4135,4,2.0,1.0,0,0,5,6,98133,47.7461,-122.332,1560,7200,339999,True,True,50s
4136,4,2.25,2.0,0,0,5,8,98122,47.6101,-122.286,2880,6000,1210000,True,True,<40s
4137,3,2.5,2.0,0,0,3,8,98075,47.5895,-122.019,2280,4506,545000,True,False,00s
4138,4,1.75,1.0,0,0,4,8,98023,47.3111,-122.379,2080,8400,260000,True,False,60s
4139,3,1.75,1.0,0,0,3,7,98115,47.6854,-122.291,1680,4080,526000,False,True,90s
4140,4,3.0,2.0,0,0,3,9,98059,47.5223,-122.156,3040,6091,701000,True,False,00s
4141,3,2.25,1.0,0,0,4,7,98055,47.4619,-122.187,1480,7308,290000,True,True,60s
4142,1,1.0,1.0,0,0,3,7,98117,47.6829,-122.375,1260,4000,330600,True,False,<40s
4143,3,1.75,1.0,0,0,3,7,98177,47.7219,-122.358,1950,8280,550500,True,True,40s
4144,2,1.0,1.0,0,0,3,7,98126,47.5653,-122.37,1360,2550,430000,True,False,40s
4145,4,5.5,2.0,0,0,3,12,98039,47.6151,-122.224,3140,15996,4000000,True,True,00s
4146,2,1.0,1.0,0,0,3,7,98126,47.5425,-122.376,1490,4560,260600,True,False,<40s
4147,5,3.0,2.0,0,2,4,8,98103,47.6722,-122.349,2000,4545,825000,True,True,60s
4148,4,2.0,1.0,0,0,5,7,98155,47.7615,-122.329,1700,9450,378950,True,True,50s
4149,4,2.5,2.0,0,0,3,7,98019,47.7258,-121.959,2590,13218,435000,True,False,90s
4150,3,2.25,2.0,0,0,3,9,98115,47.6814,-122.288,1610,5191,631000,True,True,10s
4151,3,2.5,2.0,0,0,3,8,98058,47.4381,-122.134,2300,8303,415000,True,False,80s
4152,3,1.75,1.0,0,0,3,8,98003,47.333,-122.3,1650,7560,222000,True,True,60s
4153,3,2.0,1.0,0,0,3,7,98042,47.3707,-122.094,1390,7875,245000,False,False,80s
4154,3,2.5,2.0,0,0,4,10,98074,47.6319,-122.037,2960,10514,720000,True,False,80s
4155,3,1.0,1.0,0,0,4,7,98032,47.3801,-122.289,1620,8760,215000,True,False,50s
4156,2,1.0,1.0,0,0,3,7,98103,47.6755,-122.331,1760,4080,579100,True,True,<40s
4157,4,1.75,1.5,0,0,4,7,98056,47.5334,-122.168,2460,14326,522500,True,True,40s
4158,3,2.0,1.0,0,0,4,7,98115,47.6804,-122.319,1620,4000,489000,True,True,70s
4159,3,1.0,1.5,0,0,4,6,98106,47.5177,-122.354,1280,1572,240000,True,False,<40s
4160,3,2.0,1.0,0,0,3,8,98053,47.7225,-122.029,1510,3657,420250,False,False,00s
4161,4,2.5,2.0,0,0,3,8,98034,47.7176,-122.241,2700,14190,523000,True,True,60s
4162,4,2.0,1.0,0,0,3,8,98115,47.6876,-122.298,2030,5874,628000,True,True,50s
4163,4,2.5,2.0,0,0,4,8,98031,47.4058,-122.192,2300,7645,320000,True,False,80s
4164,3,2.5,2.0,0,0,3,8,98055,47.4492,-122.199,1700,20580,359950,True,False,90s
4165,2,1.0,1.0,0,0,4,6,98198,47.4204,-122.324,1200,7500,232000,False,False,50s
4166,4,2.25,1.0,0,2,4,8,98115,47.6821,-122.267,2660,6050,810000,True,True,60s
4167,4,1.5,1.5,0,0,4,7,98002,47.311,-122.227,1420,6564,245000,True,True,<40s
4168,3,2.25,1.0,0,0,3,7,98003,47.2624,-122.299,1510,8192,273000,True,True,80s
4169,5,2.5,1.0,0,0,3,8,98004,47.6411,-122.207,3180,16624,1190000,True,True,50s
4170,5,1.0,1.5,0,0,4,7,98136,47.5511,-122.386,1950,6250,438000,False,True,<40s
4171,3,1.75,1.0,0,0,4,8,98055,47.4742,-122.198,880,10077,400000,True,False,50s
4172,3,1.0,1.0,0,0,4,7,98126,47.5517,-122.381,1404,4800,340000,True,False,50s
4173,2,2.5,3.0,0,0,3,9,98103,47.6654,-122.355,1430,3400,552000,True,False,00s
4174,3,1.75,2.0,0,0,3,8,98105,47.6698,-122.325,1890,4080,790000,True,False,90s
4175,3,1.5,2.0,0,0,3,8,98168,47.4889,-122.286,1440,16640,360000,True,False,<40s
4176,3,1.0,1.0,0,0,3,7,98168,47.5008,-122.332,1530,13154,235000,True,False,<40s
4177,2,1.0,1.0,0,0,3,7,98107,47.6641,-122.357,1540,3600,775000,True,False,<40s
4178,3,2.75,1.5,0,0,5,7,98034,47.7259,-122.226,1250,10500,489200,True,False,60s
4179,3,2.25,2.0,0,0,4,8,98058,47.4451,-122.136,1680,7910,341000,True,False,70s
4180,4,2.5,2.0,0,0,3,8,98030,47.3513,-122.174,2305,5769,335000,True,False,10s
4181,3,1.75,2.0,0,0,3,8,98116,47.5626,-122.382,1170,1942,393500,True,True,00s
4182,3,2.0,1.0,0,3,4,6,98178,47.5101,-122.246,2190,6363,360000,True,True,<40s
4183,4,1.0,1.0,0,0,3,6,98126,47.564,-122.379,1270,5750,400800,True,True,<40s
4184,3,1.0,1.0,0,0,3,7,98199,47.6436,-122.405,1810,5559,585000,True,True,<40s
4185,4,2.75,2.0,0,3,3,9,98105,47.6599,-122.269,3200,5000,1600000,True,True,<40s
4186,4,2.5,2.0,0,4,4,12,98177,47.7288,-122.37,3420,28475,2880000,True,True,90s
4187,3,1.0,1.0,0,0,4,7,98133,47.7608,-122.353,1510,12600,300000,True,False,50s
4188,4,2.75,2.0,0,0,5,7,98103,47.6525,-122.333,2000,4560,1050000,True,True,<40s
4189,3,1.5,2.0,0,0,3,7,98117,47.698,-122.366,1220,1110,360000,True,True,90s
4190,4,2.25,2.0,0,1,4,8,98146,47.5129,-122.388,1660,4800,665900,True,True,<40s
4191,4,1.0,1.5,0,0,4,7,98118,47.5318,-122.286,1800,7080,470000,True,True,<40s
4192,4,1.75,1.0,0,0,4,8,98052,47.6715,-122.155,1310,7975,581000,True,True,60s
4193,6,3.5,1.0,0,0,3,8,98125,47.7226,-122.299,1400,8403,527000,True,True,70s
4194,4,1.75,1.0,0,0,4,7,98007,47.5995,-122.144,1550,7245,423000,True,True,50s
4195,4,3.5,1.5,0,0,3,7,98103,47.6835,-122.342,1860,4416,875000,True,True,<40s
4196,3,1.0,1.0,0,0,3,7,98116,47.571,-122.392,1440,6678,410000,True,False,50s
4197,3,2.5,2.0,0,0,3,9,98072,47.7408,-122.169,2320,6098,606000,True,False,90s
4198,3,2.5,2.0,0,0,3,7,98045,47.5192,-121.764,2570,204732,654000,True,False,90s
4199,3,0.75,1.5,0,0,4,5,98014,47.7112,-121.315,800,18297,150000,True,False,50s
4200,3,2.5,1.0,0,0,3,7,98106,47.5237,-122.353,1800,6771,373000,True,True,00s
4201,5,2.0,1.0,0,0,4,7,98133,47.7056,-122.34,1310,5693,550000,True,True,<40s
4202,3,2.5,2.0,0,0,3,8,98033,47.7002,-122.188,1980,9583,512500,True,False,80s
4203,4,2.5,2.0,0,0,3,7,98038,47.3505,-122.027,2640,6383,360000,False,False,00s
4204,3,2.0,3.0,0,0,3,8,98117,47.6904,-122.393,1340,1321,369000,False,False,90s
4205,4,2.5,2.0,0,0,3,9,98033,47.6878,-122.162,3220,4921,825000,False,False,00s
4206,3,2.0,1.0,0,0,3,7,98045,47.4644,-121.745,1280,11250,255000,True,False,70s
4207,4,2.5,1.0,0,0,3,10,98105,47.6709,-122.262,3490,10800,1290000,True,True,40s
4208,5,2.5,1.5,0,0,4,8,98002,47.2863,-122.196,1780,8575,270000,True,False,60s
4209,3,2.5,2.0,0,0,3,8,98029,47.5672,-122.005,1610,4313,480680,True,False,90s
4210,4,1.75,1.0,0,0,3,8,98007,47.6003,-122.144,2160,7725,525000,True,True,60s
4211,3,1.0,1.5,0,0,5,6,98155,47.7494,-122.319,1170,9238,291500,True,False,40s
4212,4,2.0,1.0,0,0,4,7,98059,47.4721,-122.128,1730,13551,305000,True,False,70s
4213,3,1.75,1.0,0,0,3,7,98002,47.2831,-122.199,1620,7461,285000,True,False,90s
4214,3,2.5,2.0,1,3,3,11,98199,47.6699,-122.416,3530,21074,1880000,True,False,<40s
4215,5,1.75,1.0,0,0,3,7,98030,47.3733,-122.214,2380,7000,329500,True,True,60s
4216,4,2.25,3.0,1,4,3,10,98056,47.5169,-122.209,2870,11151,1570000,True,False,80s
4217,3,2.5,1.0,0,0,3,7,98198,47.4099,-122.329,2100,8125,379260,True,True,90s
4218,3,2.5,2.0,0,0,3,7,98065,47.5303,-121.878,1590,3411,356000,False,False,90s
4219,4,1.75,1.0,0,0,4,7,98007,47.5947,-122.135,1360,10133,571900,True,False,50s
4220,3,1.75,2.0,0,0,3,7,98198,47.4129,-122.322,1980,13640,271500,True,False,50s
4221,3,1.75,1.0,0,0,4,7,98034,47.7359,-122.192,1520,7713,390000,True,False,60s
4222,3,2.5,1.0,0,0,3,8,98038,47.4168,-122.074,2770,204296,550000,True,True,80s
4223,2,2.5,2.0,0,0,3,8,98102,47.6423,-122.329,1920,2092,755000,True,False,90s
4224,2,2.5,2.0,0,0,3,8,98199,47.6375,-122.387,1880,3675,509500,True,True,90s
4225,2,1.0,1.0,0,0,3,7,98103,47.7001,-122.351,1200,6211,486700,False,True,40s
4226,2,1.0,1.5,0,0,3,7,98103,47.6697,-122.338,1530,4000,527500,True,False,<40s
4227,5,2.5,1.5,0,0,3,6,98119,47.6522,-122.366,1780,3600,475000,True,True,<40s
4228,3,2.75,2.0,0,0,3,7,98108,47.5405,-122.293,1800,2537,268000,True,True,00s
4229,3,2.0,2.0,0,0,4,8,98075,47.5849,-122.016,2370,47480,562000,True,False,70s
4230,4,2.5,1.0,0,0,4,9,98040,47.5416,-122.232,2810,13475,780000,True,True,70s
4231,9,3.0,2.0,0,0,3,7,98102,47.6374,-122.324,1960,2450,700000,True,True,<40s
4232,3,2.0,1.0,0,0,4,8,98109,47.6418,-122.351,1790,3000,710000,True,True,<40s
4233,3,1.0,1.0,0,0,4,7,98115,47.6897,-122.285,1500,5664,445000,True,True,40s
4234,3,3.25,1.0,0,0,3,9,98038,47.4246,-122.014,2760,84070,729000,True,False,00s
4235,3,3.25,3.0,0,0,3,8,98125,47.7174,-122.317,1459,1384,384400,True,False,00s
4236,6,3.0,1.0,0,0,3,8,98006,47.546,-122.175,1920,13452,815000,True,True,60s
4237,4,2.5,3.0,0,0,4,10,98122,47.604,-122.288,1810,3586,865000,True,False,80s
4238,3,2.0,1.0,0,0,4,7,98033,47.6642,-122.173,2250,11250,514000,True,False,60s
4239,4,2.75,1.0,0,0,3,8,98006,47.5579,-122.174,2580,13193,615000,True,True,60s
4240,4,3.25,1.0,0,0,4,8,98072,47.7293,-122.099,3460,47920,865000,True,True,70s
4241,4,2.5,2.0,0,0,3,9,98052,47.7011,-122.112,3090,7000,755000,True,False,00s
4242,4,1.0,1.0,0,0,3,7,98155,47.7629,-122.318,1580,8502,425000,True,True,50s
4243,2,1.0,1.0,0,0,3,6,98136,47.5379,-122.386,1330,8740,375000,True,False,<40s
4244,4,2.5,2.0,0,0,3,8,98052,47.7073,-122.114,2750,4548,750000,True,False,00s
4245,4,2.75,2.0,0,0,3,9,98075,47.5903,-121.988,3160,5773,722000,True,False,00s
4246,3,2.5,2.0,0,1,3,9,98119,47.6472,-122.373,1790,4500,1010000,True,False,40s
4247,3,2.5,2.0,0,0,3,9,98052,47.6648,-122.137,2610,8458,725000,False,False,90s
4248,3,0.75,1.0,0,0,2,6,98055,47.4518,-122.199,1270,24090,170000,True,False,40s
4249,4,3.25,1.0,0,0,3,11,98005,47.6587,-122.163,1910,167378,845000,True,True,80s
4250,3,2.0,2.0,0,0,4,7,98022,47.1947,-121.989,1450,8653,271900,False,False,90s
4251,6,4.5,3.0,0,4,4,9,98116,47.5837,-122.399,1100,3870,1300000,True,True,70s
4252,4,2.5,1.0,0,0,3,8,98023,47.3081,-122.384,2210,7800,261500,True,True,70s
4253,3,2.5,2.0,0,0,3,9,98029,47.5458,-121.996,2170,5000,619500,False,False,00s
4254,5,2.25,1.0,0,0,3,7,98024,47.5669,-121.905,1300,10800,435000,True,True,80s
4255,3,1.0,1.0,0,0,3,7,98133,47.7339,-122.337,1320,5250,210000,True,False,50s
4256,3,2.0,1.0,0,0,4,7,98117,47.6769,-122.371,1350,5350,489950,True,True,<40s
4257,4,1.5,1.0,0,0,3,7,98032,47.383,-122.288,1480,8120,260000,True,True,60s
4258,4,1.0,1.0,0,0,3,7,98155,47.736,-122.301,1370,8187,300000,False,False,40s
4259,4,2.0,1.0,0,2,3,8,98003,47.3376,-122.323,2310,14034,530000,True,True,60s
4260,3,1.75,1.0,0,0,4,8,98092,47.2969,-122.163,2100,15260,235000,True,False,70s
4261,3,1.0,2.0,0,0,4,8,98105,47.6711,-122.324,1370,4000,593500,False,False,<40s
4262,3,3.0,2.0,0,2,4,8,98070,47.504,-122.464,1830,30494,562000,True,True,70s
4263,3,2.0,2.0,0,0,3,9,98022,47.2737,-122.015,2930,206474,585000,True,False,90s
4264,4,3.25,1.0,0,1,3,10,98004,47.6344,-122.215,4020,20008,2400000,True,True,70s
4265,3,1.75,1.0,0,0,3,7,98030,47.3546,-122.176,1690,7532,199500,False,False,80s
4266,5,1.0,1.5,0,0,3,7,98115,47.6746,-122.325,1230,4500,544500,True,False,<40s
4267,3,1.0,1.0,0,0,3,7,98034,47.7317,-122.241,1670,10075,394900,True,False,60s
4268,4,3.75,2.0,0,0,3,9,98103,47.6901,-122.356,1480,3840,912000,True,False,00s
4269,3,2.5,2.0,0,0,4,7,98042,47.3712,-122.092,1640,7943,260000,True,False,80s
4270,5,3.0,1.0,0,2,5,8,98006,47.5512,-122.191,2930,10669,858000,True,True,60s
4271,4,2.5,1.0,0,1,5,9,98040,47.5489,-122.216,3560,15993,1280000,True,True,60s
4272,4,1.75,1.0,0,0,4,7,98031,47.3894,-122.166,1180,8372,242150,True,False,60s
4273,3,1.75,1.0,0,0,3,7,98023,47.2881,-122.363,1540,7210,220000,True,False,80s
4274,3,2.0,1.0,0,0,4,7,98023,47.305,-122.373,1690,7840,235000,True,True,70s
4275,3,1.75,1.0,0,0,4,7,98133,47.7767,-122.356,1940,9883,370000,True,False,70s
4276,3,1.75,1.0,0,0,3,8,98077,47.7398,-122.041,2410,44866,450000,True,True,80s
4277,5,1.5,1.0,0,0,3,8,98125,47.7046,-122.316,1870,6380,534950,True,True,50s
4278,4,2.5,2.0,0,0,3,9,98065,47.5423,-121.877,3450,9380,730000,True,False,00s
4279,4,2.5,1.0,0,0,4,8,98030,47.3626,-122.209,2350,15390,465000,True,True,80s
4280,3,1.0,1.0,0,0,4,7,98030,47.3632,-122.174,1770,6050,178000,True,False,50s
4281,3,1.0,1.0,0,0,3,7,98031,47.3943,-122.189,1800,7600,215000,True,True,70s
4282,3,2.75,1.0,0,0,3,8,98023,47.3128,-122.345,2450,7989,300000,True,True,80s
4283,3,2.0,1.0,0,2,3,7,98125,47.7053,-122.303,1950,8089,430000,True,True,70s
4284,3,1.5,2.0,0,0,4,6,98002,47.335,-122.215,1280,4366,183000,False,False,80s
4285,3,2.5,2.5,0,0,3,8,98199,47.6441,-122.385,1760,1750,585000,True,True,00s
4286,3,1.0,2.0,0,0,4,6,98092,47.3155,-122.182,1090,3330,192950,True,False,60s
4287,2,1.0,1.0,0,0,3,7,98117,47.7005,-122.358,1340,6350,599000,True,False,<40s
4288,3,1.0,1.0,0,0,4,7,98106,47.5649,-122.358,1060,7457,326500,False,False,60s
4289,2,1.0,1.0,0,0,3,7,98133,47.7024,-122.346,1040,3844,358803,False,False,40s
4290,3,2.5,2.0,0,0,5,7,98033,47.6973,-122.194,2610,10800,537000,True,False,90s
4291,3,2.5,1.0,1,4,4,9,98146,47.488,-122.364,2800,24121,1160000,True,True,60s
4292,2,1.0,1.0,0,0,4,6,98002,47.3012,-122.218,1210,6180,156000,True,False,40s
4293,3,1.0,1.5,0,0,5,6,98022,47.2092,-121.997,1250,8792,219000,False,False,<40s
4294,3,1.5,2.0,0,0,4,8,98119,47.637,-122.361,2520,5400,1190000,True,True,<40s
4295,5,1.75,1.0,0,2,3,8,98030,47.3764,-122.176,1920,8366,248000,True,True,70s
4296,3,1.75,1.0,0,0,4,7,98010,47.2931,-121.992,2250,232230,340000,True,False,80s
4297,5,2.5,1.0,0,0,4,8,98040,47.5416,-122.231,2440,15300,899100,True,True,70s
4298,3,1.75,1.0,0,0,3,7,98155,47.7554,-122.306,1850,8624,346950,True,False,60s
4299,3,1.0,2.0,0,0,3,6,98108,47.5446,-122.296,1520,3578,330000,True,True,<40s
4300,3,1.0,1.0,0,0,3,7,98177,47.7621,-122.36,1580,8250,325000,True,False,50s
4301,3,1.75,1.0,0,0,3,8,98058,47.4457,-122.128,2050,7210,315000,True,False,70s
4302,3,2.5,2.0,0,0,3,9,98119,47.6451,-122.375,1680,1627,649950,True,True,10s
4303,3,1.0,1.5,0,0,4,6,98133,47.7298,-122.355,1350,1358,316000,True,False,40s
4304,2,2.5,2.0,0,0,3,8,98065,47.5167,-121.878,1750,2828,386000,True,False,00s
4305,2,1.75,1.0,0,0,3,7,98188,47.4282,-122.28,1830,12178,535000,True,True,80s
4306,3,3.0,3.0,0,0,3,7,98115,47.6822,-122.326,1520,1500,600000,False,False,00s
4307,4,2.5,2.0,0,0,3,8,98022,47.19,-122.013,2630,9900,339000,True,False,00s
4308,3,2.0,1.0,0,0,3,7,98166,47.4745,-122.343,1740,8464,167000,True,False,40s
4309,3,1.0,1.0,0,0,3,8,98118,47.5596,-122.27,1600,4800,430000,True,False,50s
4310,4,4.0,2.0,0,0,3,9,98065,47.5421,-121.888,3920,8048,688000,True,False,00s
4311,3,2.25,1.0,0,3,4,9,98199,47.6442,-122.406,2780,6000,834500,False,True,40s
4312,4,4.25,1.0,0,4,5,9,98177,47.7222,-122.367,3110,8750,1080000,True,True,50s
4313,3,1.0,1.0,0,0,3,7,98030,47.36,-122.178,1900,5971,250000,True,False,50s
4314,3,1.0,1.5,0,0,3,7,98118,47.5462,-122.277,1160,5040,402500,True,False,<40s
4315,3,2.5,1.0,0,0,3,8,98034,47.726,-122.194,2020,7300,432500,True,True,70s
4316,5,1.75,1.0,0,0,3,7,98028,47.7452,-122.224,2028,11078,485000,True,True,70s
4317,4,2.75,1.0,0,3,4,9,98023,47.3227,-122.384,2930,9758,560000,False,True,70s
4318,4,2.25,2.0,0,0,3,7,98155,47.7456,-122.315,1090,8290,410000,True,False,80s
4319,3,2.5,1.0,0,0,3,8,98034,47.7265,-122.206,1930,7344,455000,True,True,70s
4320,4,2.5,1.0,0,0,4,7,98155,47.7686,-122.317,1350,8972,459500,True,True,70s
4321,4,1.75,1.0,0,0,3,7,98034,47.727,-122.176,1870,11850,371000,True,False,60s
4322,3,2.25,2.0,0,0,3,7,98092,47.3364,-122.17,2420,3400,289500,True,False,00s
4323,3,3.5,2.0,0,0,3,8,98199,47.6508,-122.383,1390,1282,395000,True,True,00s
4324,2,1.0,1.0,0,0,4,7,98144,47.586,-122.295,1720,5000,496752,True,True,<40s
4325,2,1.0,1.0,0,0,3,6,98133,47.7274,-122.337,1220,6800,227000,True,False,40s
4326,3,1.75,1.0,0,0,3,7,98056,47.5155,-122.189,1550,8800,330000,True,False,80s
4327,5,2.0,1.0,0,0,4,7,98008,47.6112,-122.126,1750,8610,480000,True,True,50s
4328,2,1.0,1.0,0,0,3,6,98019,47.7378,-121.912,1480,217800,290000,True,False,70s
4329,3,1.0,1.5,0,0,4,5,98032,47.4023,-122.273,1340,37703,281000,False,False,40s
4330,4,1.5,1.5,0,3,3,8,98118,47.5589,-122.264,1710,3600,705000,True,False,<40s
4331,4,2.5,1.5,0,0,5,8,98105,47.6578,-122.28,2470,4000,1400000,True,True,<40s
4332,4,3.25,1.0,0,0,3,7,98155,47.7473,-122.285,2320,6611,485000,True,True,50s
4333,3,2.25,3.0,0,0,3,8,98107,47.6729,-122.379,1550,2918,622000,False,False,00s
